Date,Sales,Cost Of Sales,Quantity Sold,year_number,month_name,day_name,gross_profit,gross_profit_pct,gross_profit_per_unit,unit_price,avg_unit_price
2014-08-28,258066.1694,287168.5661,8400,2014,August,Thursday,-29102.396699999983,-11.28,-3.46,30.72,37.07
2014-08-29,594007.2132,660937.8048,19317,2014,August,Friday,-66930.59160000004,-11.27,-3.46,30.75,37.07
2014-08-30,717096.7128,797788.892,23310,2014,August,Saturday,-80692.17920000001,-11.25,-3.46,30.76,37.07
2014-08-31,358170.9963,398562.6074,11646,2014,August,Sunday,-40391.61109999998,-11.28,-3.47,30.75,37.07
2014-09-01,594953.6349,662850.9908,19366,2014,September,Monday,-67897.35590000008,-11.41,-3.51,30.72,37.07
2014-09-02,469469.941,523480.3033,15291,2014,September,Tuesday,-54010.36230000004,-11.5,-3.53,30.7,37.07
2014-09-03,464067.7993,517180.5433,15100,2014,September,Wednesday,-53112.744000000006,-11.45,-3.52,30.73,37.07
2014-09-04,312311.954,348177.1205,10164,2014,September,Thursday,-35865.16649999999,-11.48,-3.53,30.73,37.07
2014-09-05,501279.0004,558766.6903,16310,2014,September,Friday,-57487.6899,-11.47,-3.52,30.73,37.07
2014-09-06,552703.9038,616169.8514,17985,2014,September,Saturday,-63465.94760000007,-11.48,-3.53,30.73,37.07
2014-09-07,234153.7622,261088.3864,7620,2014,September,Sunday,-26934.62419999999,-11.5,-3.53,30.73,37.07
2014-09-08,244481.4977,272633.3998,7958,2014,September,Monday,-28151.902100000007,-11.51,-3.54,30.72,37.07
2014-09-09,122749.6353,120070.9502,3503,2014,September,Tuesday,2678.685099999988,2.18,0.76,35.04,37.07
2014-09-10,78736.40284,77071.54271,2247,2014,September,Wednesday,1664.860130000001,2.11,0.74,35.04,37.07
2014-09-11,70875.11067,69489.36085,2023,2014,September,Thursday,1385.7498199999973,1.96,0.68,35.03,37.07
2014-09-12,148634.3914,145956.1397,4242,2014,September,Friday,2678.2516999999934,1.8,0.63,35.04,37.07
2014-09-13,171724.8288,168652.2036,4901,2014,September,Saturday,3072.6251999999804,1.79,0.63,35.04,37.07
2014-09-14,86435.69883,84948.37458,2467,2014,September,Sunday,1487.3242499999906,1.72,0.6,35.04,37.07
2014-09-15,120236.1827,118094.0432,3432,2014,September,Monday,2142.139500000005,1.78,0.62,35.03,37.07
2014-09-16,83204.19669,81753.42459,2375,2014,September,Tuesday,1450.772100000002,1.74,0.61,35.03,37.07
2014-09-17,73768.03473,72471.91932,2105,2014,September,Wednesday,1296.1154099999985,1.76,0.62,35.04,37.07
2014-09-18,69425.44512,68280.38328,1982,2014,September,Thursday,1145.0618400000094,1.65,0.58,35.03,37.07
2014-09-19,137154.9541,135276.9096,3915,2014,September,Friday,1878.044499999989,1.37,0.48,35.03,37.07
2014-09-20,153569.0619,151376.1356,4383,2014,September,Saturday,2192.926299999992,1.43,0.5,35.04,37.07
2014-09-21,75633.32059,74546.66825,2159,2014,September,Sunday,1086.6523400000005,1.44,0.5,35.03,37.07
2014-09-22,90815.92981,89653.63759,2592,2014,September,Monday,1162.292220000003,1.28,0.45,35.04,37.07
2014-09-23,110118.1564,108880.409,3143,2014,September,Tuesday,1237.7474000000075,1.12,0.39,35.04,37.07
2014-09-24,209908.3831,223554.0866,6457,2014,September,Wednesday,-13645.703500000003,-6.5,-2.11,32.51,37.07
2014-09-25,358365.683,382967.9832,11039,2014,September,Thursday,-24602.300199999998,-6.87,-2.23,32.46,37.07
2014-09-26,585463.996,625980.9302,18036,2014,September,Friday,-40516.9341999999,-6.92,-2.25,32.46,37.07
2014-09-27,617019.0915,661010.5913,19017,2014,September,Saturday,-43991.49979999999,-7.13,-2.31,32.45,37.07
2014-09-28,283850.5971,304440.6515,8747,2014,September,Sunday,-20590.054399999965,-7.25,-2.35,32.45,37.07
2014-09-29,264317.1104,283912.9687,8147,2014,September,Monday,-19595.85830000002,-7.41,-2.41,32.44,37.07
2014-09-30,358024.9813,384823.4399,11036,2014,September,Tuesday,-26798.458600000013,-7.49,-2.43,32.44,37.07
2014-10-01,594438.2808,639306.5688,18330,2014,October,Wednesday,-44868.28800000006,-7.55,-2.45,32.43,37.07
2014-10-02,470507.663,506072.0333,14503,2014,October,Thursday,-35564.37030000001,-7.56,-2.45,32.44,37.07
2014-10-03,518693.5287,557939.3693,15986,2014,October,Friday,-39245.840599999996,-7.57,-2.46,32.45,37.07
2014-10-04,656245.8284,705891.3003,20223,2014,October,Saturday,-49645.471900000004,-7.57,-2.45,32.45,37.07
2014-10-05,280055.1177,301279.655,8631,2014,October,Sunday,-21224.537300000025,-7.58,-2.46,32.45,37.07
2014-10-06,375648.0175,404178.9211,11579,2014,October,Monday,-28530.90359999996,-7.6,-2.46,32.44,37.07
2014-10-07,78111.71646,74251.87473,2127,2014,October,Tuesday,3859.84173,4.94,1.81,36.72,37.07
2014-10-08,70509.13279,67141.97963,1923,2014,October,Wednesday,3367.1531600000017,4.78,1.75,36.67,37.07
2014-10-09,103281.311,98065.93908,2809,2014,October,Thursday,5215.371920000005,5.05,1.86,36.77,37.07
2014-10-10,179841.4318,170757.5812,4891,2014,October,Friday,9083.850600000005,5.05,1.86,36.77,37.07
2014-10-11,138038.2398,131192.3168,3758,2014,October,Saturday,6845.92300000001,4.96,1.82,36.73,37.07
2014-10-12,61037.56223,57992.34151,1661,2014,October,Sunday,3045.220720000005,4.99,1.83,36.75,37.07
2014-10-13,86799.75945,82392.33326,2360,2014,October,Monday,4407.426189999998,5.08,1.87,36.78,37.07
2014-10-14,69570.50147,66313.94098,1894,2014,October,Tuesday,3256.5604900000035,4.68,1.72,36.73,37.07
2014-10-15,130476.3553,124398.4316,3548,2014,October,Wednesday,6077.923699999999,4.66,1.71,36.77,37.07
2014-10-16,95229.77348,91087.85134,2591,2014,October,Thursday,4141.92214000001,4.35,1.6,36.75,37.07
2014-10-17,121057.8613,116949.7913,3293,2014,October,Friday,4108.070000000007,3.39,1.25,36.76,37.07
2014-10-18,169498.9164,164492.9466,4611,2014,October,Saturday,5005.969799999992,2.95,1.09,36.76,37.07
2014-10-19,90692.37588,87911.21158,2468,2014,October,Sunday,2781.164300000004,3.07,1.13,36.75,37.07
2014-10-20,101723.915,98870.81188,2773,2014,October,Monday,2853.1031199999998,2.8,1.03,36.68,37.07
2014-10-21,103395.6913,100424.1557,2815,2014,October,Tuesday,2971.535600000003,2.87,1.06,36.73,37.07
2014-10-22,99075.5991,96511.72216,2701,2014,October,Wednesday,2563.876940000002,2.59,0.95,36.68,37.07
2014-10-23,97476.14472,94763.84255,2651,2014,October,Thursday,2712.3021699999954,2.78,1.02,36.77,37.07
2014-10-24,248974.6528,241961.1432,6781,2014,October,Friday,7013.509600000019,2.82,1.03,36.72,37.07
2014-10-25,302721.6833,294129.6711,8249,2014,October,Saturday,8592.012199999997,2.84,1.04,36.7,37.07
2014-10-26,128520.7278,124739.2339,3502,2014,October,Sunday,3781.4938999999868,2.94,1.08,36.7,37.07
2014-10-27,145185.2683,140651.9372,3949,2014,October,Monday,4533.33110000001,3.12,1.15,36.77,37.07
2014-10-28,89527.55663,87067.05132,2435,2014,October,Tuesday,2460.5053100000077,2.75,1.01,36.77,37.07
2014-10-29,81991.88284,80112.54801,2232,2014,October,Wednesday,1879.334830000007,2.29,0.84,36.73,37.07
2014-10-30,69704.49111,68293.09639,1898,2014,October,Thursday,1411.3947199999966,2.02,0.74,36.73,37.07
2014-10-31,166652.3948,163319.7165,4537,2014,October,Friday,3332.6782999999996,2,0.73,36.73,37.07
2014-11-01,247453.1022,242638.8012,6730,2014,November,Saturday,4814.301000000007,1.95,0.72,36.77,37.07
2014-11-02,148476.1812,145646.3368,4038,2014,November,Sunday,2829.8444000000018,1.91,0.7,36.77,37.07
2014-11-03,205368.9226,201281.239,5581,2014,November,Monday,4087.6835999999894,1.99,0.73,36.8,37.07
2014-11-04,99244.68185,90949.44225,2519,2014,November,Tuesday,8295.2396,8.36,3.29,39.4,37.07
2014-11-05,72756.8631,67872.77433,1847,2014,November,Wednesday,4884.088770000002,6.71,2.64,39.39,37.07
2014-11-06,86867.45808,84486.08609,2309,2014,November,Thursday,2381.3719899999996,2.74,1.03,37.62,37.07
2014-11-07,140167.8039,136539.2033,3722,2014,November,Friday,3628.600600000005,2.59,0.97,37.66,37.07
2014-11-08,160727.3028,156700.825,4268,2014,November,Saturday,4026.4777999999933,2.51,0.94,37.66,37.07
2014-11-09,74115.62878,71994.34639,1968,2014,November,Sunday,2121.282389999993,2.86,1.08,37.66,37.07
2014-11-10,76103.29152,73967.60569,2016,2014,November,Monday,2135.685830000002,2.81,1.06,37.75,37.07
2014-11-11,56303.36657,54996.86661,1497,2014,November,Tuesday,1306.499960000001,2.32,0.87,37.61,37.07
2014-11-12,49436.81586,48289.89228,1314,2014,November,Wednesday,1146.9235800000024,2.32,0.87,37.62,37.07
2014-11-13,55033.1224,53997.21887,1466,2014,November,Thursday,1035.9035300000032,1.88,0.71,37.54,37.07
2014-11-14,149808.1659,146994.8955,3984,2014,November,Friday,2813.2703999999794,1.88,0.71,37.6,37.07
2014-11-15,180685.5107,176898.2778,4802,2014,November,Saturday,3787.2329000000027,2.1,0.79,37.63,37.07
2014-11-16,75871.43677,73905.81016,2017,2014,November,Sunday,1965.6266100000066,2.59,0.97,37.62,37.07
2014-11-17,86313.33408,84418.78911,2297,2014,November,Monday,1894.5449700000026,2.19,0.82,37.58,37.07
2014-11-18,62631.79875,61158.36109,1665,2014,November,Tuesday,1473.4376600000032,2.35,0.88,37.62,37.07
2014-11-19,48529.10336,47409.55406,1291,2014,November,Wednesday,1119.5492999999988,2.31,0.87,37.59,37.07
2014-11-20,51040.88137,50038.14263,1361,2014,November,Thursday,1002.7387400000007,1.96,0.74,37.5,37.07
2014-11-21,53973.92224,47192.49828,1281,2014,November,Friday,6781.42396,12.56,5.29,42.13,37.07
2014-11-22,47497.98253,41179.08825,1122,2014,November,Saturday,6318.89428,13.3,5.63,42.33,37.07
2014-11-23,31219.95153,26893.30468,737,2014,November,Sunday,4326.646849999997,13.86,5.87,42.36,37.07
2014-11-24,26870.32387,23516.04172,641,2014,November,Monday,3354.282149999999,12.48,5.23,41.92,37.07
2014-11-25,40530.64229,35674.19076,968,2014,November,Tuesday,4856.451530000006,11.98,5.02,41.87,37.07
2014-11-26,30371.43134,26054.84917,709,2014,November,Wednesday,4316.582169999998,14.21,6.09,42.84,37.07
2014-11-27,37776.65877,32719.68964,880,2014,November,Thursday,5056.969130000001,13.39,5.75,42.93,37.07
2014-11-28,46818.20532,40652.57641,1096,2014,November,Friday,6165.628909999999,13.17,5.63,42.72,37.07
2014-11-29,88321.62555,79880.24368,2068,2014,November,Saturday,8441.381869999997,9.56,4.08,42.71,37.07
2014-11-30,101037.8278,93177.8847,2375,2014,November,Sunday,7859.943100000004,7.78,3.31,42.54,37.07
2014-12-01,105100.6676,97257.39467,2492,2014,December,Monday,7843.272930000006,7.46,3.15,42.18,37.07
2014-12-02,88219.52549,85533.42892,2170,2014,December,Tuesday,2686.0965699999942,3.04,1.24,40.65,37.07
2014-12-03,71590.36929,69654.93031,1784,2014,December,Wednesday,1935.4389800000063,2.7,1.08,40.13,37.07
2014-12-04,54996.62169,54503.02855,1368,2014,December,Thursday,493.5931399999972,0.9,0.36,40.2,37.07
2014-12-05,77884.18161,77619.29489,1914,2014,December,Friday,264.88671999999497,0.34,0.14,40.69,37.07
2014-12-06,150370.1167,154998.8346,3765,2014,December,Saturday,-4628.717899999989,-3.08,-1.23,39.94,37.07
2014-12-07,104675.3761,111903.7379,2712,2014,December,Sunday,-7228.361799999999,-6.91,-2.67,38.6,37.07
2014-12-08,90121.53048,91081.66819,2222,2014,December,Monday,-960.1377099999954,-1.07,-0.43,40.56,37.07
2014-12-09,75425.4437,77014.25596,1861,2014,December,Tuesday,-1588.8122599999915,-2.11,-0.85,40.53,37.07
2014-12-10,161844.8094,169348.5186,4095,2014,December,Wednesday,-7503.709200000012,-4.64,-1.83,39.52,37.07
2014-12-11,158603.357,171692.9936,4157,2014,December,Thursday,-13089.636599999998,-8.25,-3.15,38.15,37.07
2014-12-12,279092.096,301236.1099,7259,2014,December,Friday,-22144.01389999996,-7.93,-3.05,38.45,37.07
2014-12-13,369350.9895,402564.6786,9654,2014,December,Saturday,-33213.68909999996,-8.99,-3.44,38.26,37.07
2014-12-14,177500.1077,192327.3207,4632,2014,December,Sunday,-14827.213000000018,-8.35,-3.2,38.32,37.07
2014-12-15,282246.6287,304489.6383,7341,2014,December,Monday,-22243.00959999999,-7.88,-3.03,38.45,37.07
2014-12-16,166037.9257,179571.1291,4308,2014,December,Tuesday,-13533.203399999999,-8.15,-3.14,38.54,37.07
2014-12-17,148910.9984,161137.522,3865,2014,December,Wednesday,-12226.523599999986,-8.21,-3.16,38.53,37.07
2014-12-18,202359.1429,221435.7686,5288,2014,December,Thursday,-19076.625700000004,-9.43,-3.61,38.27,37.07
2014-12-19,274343.6543,299516.8378,7141,2014,December,Friday,-25173.183499999985,-9.18,-3.53,38.42,37.07
2014-12-20,316167.0747,346378.3048,8268,2014,December,Saturday,-30211.230099999986,-9.56,-3.65,38.24,37.07
2014-12-21,173833.4001,190644.5016,4541,2014,December,Sunday,-16811.10149999999,-9.67,-3.7,38.28,37.07
2014-12-22,204565.0818,210188.9094,5014,2014,December,Monday,-5623.82759999999,-2.75,-1.12,40.8,37.07
2014-12-23,316394.7309,326627.1384,7778,2014,December,Tuesday,-10232.407499999972,-3.23,-1.32,40.68,37.07
2014-12-24,486230.3202,495909.0896,11809,2014,December,Wednesday,-9678.76939999999,-1.99,-0.82,41.17,37.07
2014-12-25,137686.5321,140525.7867,3344,2014,December,Thursday,-2839.2545999999857,-2.06,-0.85,41.17,37.07
2014-12-26,48102.96241,49028.36507,1169,2014,December,Friday,-925.4026599999997,-1.92,-0.79,41.15,37.07
2014-12-27,110162.132,112383.5592,2676,2014,December,Saturday,-2221.4272000000055,-2.02,-0.83,41.17,37.07
2014-12-28,69051.33709,70482.7178,1677,2014,December,Sunday,-1431.3807099999976,-2.07,-0.85,41.18,37.07
2014-12-29,133307.369,136003.4825,3237,2014,December,Monday,-2696.1135000000068,-2.02,-0.83,41.18,37.07
2014-12-30,216389.5043,235723.7648,5607,2014,December,Tuesday,-19334.260500000004,-8.93,-3.45,38.59,37.07
2014-12-31,365055.312,398013.3483,9464,2014,December,Wednesday,-32958.036300000036,-9.03,-3.48,38.57,37.07
2015-01-01,112161.4196,122170.4317,2905,2015,January,Thursday,-10009.012100000007,-8.92,-3.45,38.61,37.07
2015-01-02,271101.4617,295019.4694,7023,2015,January,Friday,-23918.007700000016,-8.82,-3.41,38.6,37.07
2015-01-03,245813.2883,267734.7253,6371,2015,January,Saturday,-21921.437000000005,-8.92,-3.44,38.58,37.07
2015-01-04,178394.812,194427.448,4624,2015,January,Sunday,-16032.635999999999,-8.99,-3.47,38.58,37.07
2015-01-05,220443.6315,239988.0275,5717,2015,January,Monday,-19544.396000000008,-8.87,-3.42,38.56,37.07
2015-01-06,181534.1887,197328.9439,4705,2015,January,Tuesday,-15794.755200000014,-8.7,-3.36,38.58,37.07
2015-01-07,83176.48139,84728.8312,2020,2015,January,Wednesday,-1552.3498099999997,-1.87,-0.77,41.18,37.07
2015-01-08,76894.77935,78468.0955,1868,2015,January,Thursday,-1573.3161499999987,-2.05,-0.84,41.16,37.07
2015-01-09,123859.388,126444.1425,3008,2015,January,Friday,-2584.7544999999955,-2.09,-0.86,41.18,37.07
2015-01-10,120807.5742,123392.8041,2934,2015,January,Saturday,-2585.229899999991,-2.14,-0.88,41.18,37.07
2015-01-11,69597.36735,71051.3635,1690,2015,January,Sunday,-1453.9961500000063,-2.09,-0.86,41.18,37.07
2015-01-12,84738.29441,86467.53775,2058,2015,January,Monday,-1729.243340000001,-2.04,-0.84,41.18,37.07
2015-01-13,64653.97214,65980.42209,1570,2015,January,Tuesday,-1326.4499499999947,-2.05,-0.84,41.18,37.07
2015-01-14,59553.38603,60703.35603,1446,2015,January,Wednesday,-1149.9700000000012,-1.93,-0.8,41.18,37.07
2015-01-15,79080.75696,80337.74831,1921,2015,January,Thursday,-1256.9913499999966,-1.59,-0.65,41.17,37.07
2015-01-16,149444.0568,152030.9865,3629,2015,January,Friday,-2586.929700000008,-1.73,-0.71,41.18,37.07
2015-01-17,170624.0799,173547.0271,4144,2015,January,Saturday,-2922.947199999995,-1.71,-0.71,41.17,37.07
2015-01-18,74744.28315,76003.92825,1815,2015,January,Sunday,-1259.6450999999943,-1.69,-0.69,41.18,37.07
2015-01-19,90144.1614,91110.96935,2189,2015,January,Monday,-966.8079500000022,-1.07,-0.44,41.18,37.07
2015-01-20,97826.8088,99134.30699,2376,2015,January,Tuesday,-1307.4981899999984,-1.34,-0.55,41.17,37.07
2015-01-21,62795.97915,64144.08888,1525,2015,January,Wednesday,-1348.1097300000038,-2.15,-0.88,41.18,37.07
2015-01-22,66550.98983,67952.15055,1616,2015,January,Thursday,-1401.1607199999999,-2.11,-0.87,41.18,37.07
2015-01-23,154670.8907,158031.791,3757,2015,January,Friday,-3360.9003000000084,-2.17,-0.89,41.17,37.07
2015-01-24,158722.1056,162082.4184,3855,2015,January,Saturday,-3360.312799999985,-2.12,-0.87,41.17,37.07
2015-01-25,78092.27692,79795.0431,1897,2015,January,Sunday,-1702.7661799999914,-2.18,-0.9,41.17,37.07
2015-01-26,91830.40204,93808.08675,2230,2015,January,Monday,-1977.6847100000014,-2.15,-0.89,41.18,37.07
2015-01-27,76992.93568,78614.45775,1870,2015,January,Tuesday,-1621.5220700000064,-2.11,-0.87,41.17,37.07
2015-01-28,59897.71588,61194.18026,1455,2015,January,Wednesday,-1296.4643799999976,-2.16,-0.89,41.17,37.07
2015-01-29,57310.19404,58531.41099,1392,2015,January,Thursday,-1221.2169499999945,-2.13,-0.88,41.17,37.07
2015-01-30,134540.2145,137221.5375,3268,2015,January,Friday,-2681.323000000004,-1.99,-0.82,41.17,37.07
2015-01-31,200193.612,203814.7364,4862,2015,January,Saturday,-3621.1244000000006,-1.81,-0.74,41.18,37.07
2015-02-01,171469.9305,174652.458,4165,2015,February,Sunday,-3182.5275000000256,-1.86,-0.76,41.17,37.07
2015-02-02,151737.2188,154148.5988,3685,2015,February,Monday,-2411.3800000000047,-1.59,-0.65,41.18,37.07
2015-02-03,102072.4434,103634.9642,2479,2015,February,Tuesday,-1562.5207999999984,-1.53,-0.63,41.17,37.07
2015-02-04,82514.10512,83232.39137,2005,2015,February,Wednesday,-718.2862500000047,-0.87,-0.36,41.15,37.07
2015-02-05,46211.33246,46407.29912,1122,2015,February,Thursday,-195.9666600000055,-0.42,-0.17,41.19,37.07
2015-02-06,85730.41481,85765.70934,2082,2015,February,Friday,-35.29452999999921,-0.04,-0.02,41.18,37.07
2015-02-07,105918.2933,105662.5562,2573,2015,February,Saturday,255.73709999999846,0.24,0.1,41.17,37.07
2015-02-08,73041.66087,73046.2339,1774,2015,February,Sunday,-4.573029999999562,-0.01,0,41.17,37.07
2015-02-09,97908.5471,97097.93659,2378,2015,February,Monday,810.6105099999986,0.83,0.34,41.17,37.07
2015-02-10,138667.4159,148522.849,3677,2015,February,Tuesday,-9855.433099999995,-7.11,-2.68,37.71,37.07
2015-02-11,162162.1035,173661.8278,4299,2015,February,Wednesday,-11499.724300000002,-7.09,-2.67,37.72,37.07
2015-02-12,138520.1268,147756.3428,3674,2015,February,Thursday,-9236.216000000015,-6.67,-2.51,37.7,37.07
2015-02-13,358597.4285,382447.0804,9505,2015,February,Friday,-23849.651899999997,-6.65,-2.51,37.73,37.07
2015-02-14,424009.8825,451548.0276,11237,2015,February,Saturday,-27538.145099999965,-6.49,-2.45,37.73,37.07
2015-02-15,203861.4724,217065.6152,5406,2015,February,Sunday,-13204.142800000001,-6.48,-2.44,37.71,37.07
2015-02-16,220506.2093,234723.22,5846,2015,February,Monday,-14217.010700000013,-6.45,-2.43,37.72,37.07
2015-02-17,139935.937,148697.5437,3713,2015,February,Tuesday,-8761.606700000004,-6.26,-2.36,37.69,37.07
2015-02-18,161064.7523,170739.3666,4270,2015,February,Wednesday,-9674.614300000016,-6.01,-2.27,37.72,37.07
2015-02-19,144328.5452,152824.1149,3827,2015,February,Thursday,-8495.569699999993,-5.89,-2.22,37.71,37.07
2015-02-20,293071.7592,310240.3784,7770,2015,February,Friday,-17168.619200000016,-5.86,-2.21,37.72,37.07
2015-02-21,267782.154,283430.3368,7102,2015,February,Saturday,-15648.18280000001,-5.84,-2.2,37.71,37.07
2015-02-22,136052.6884,144020.1228,3608,2015,February,Sunday,-7967.434399999998,-5.86,-2.21,37.71,37.07
2015-02-23,86703.31409,85730.96654,2150,2015,February,Monday,972.3475500000059,1.12,0.45,40.33,37.07
2015-02-24,95474.35737,100867.5241,2530,2015,February,Tuesday,-5393.166729999997,-5.65,-2.13,37.74,37.07
2015-02-25,198431.6275,209499.7941,5253,2015,February,Wednesday,-11068.166599999997,-5.58,-2.11,37.77,37.07
2015-02-26,157291.734,166305.0376,4171,2015,February,Thursday,-9013.303600000014,-5.73,-2.16,37.71,37.07
2015-02-27,307540.6752,324997.3365,8156,2015,February,Friday,-17456.661299999978,-5.68,-2.14,37.71,37.07
2015-02-28,350898.7635,375030.6355,9296,2015,February,Saturday,-24131.871999999974,-6.88,-2.6,37.75,37.07
2015-03-01,256701.5427,276569.2504,6803,2015,March,Sunday,-19867.707700000028,-7.74,-2.92,37.73,37.07
2015-03-02,234705.5928,252709.8231,6221,2015,March,Monday,-18004.230299999996,-7.67,-2.89,37.73,37.07
2015-03-03,249380.5654,268761.8324,6611,2015,March,Tuesday,-19381.26700000002,-7.77,-2.93,37.72,37.07
2015-03-04,258211.4442,278825.6067,6843,2015,March,Wednesday,-20614.162500000006,-7.98,-3.01,37.73,37.07
2015-03-05,145975.8339,157578.0059,3858,2015,March,Thursday,-11602.171999999991,-7.95,-3.01,37.84,37.07
2015-03-06,269239.8526,291365.0176,7128,2015,March,Friday,-22125.165000000037,-8.22,-3.1,37.77,37.07
2015-03-07,306920.2116,332242.4116,8127,2015,March,Saturday,-25322.20000000001,-8.25,-3.12,37.77,37.07
2015-03-08,122106.7956,121394.8122,2966,2015,March,Sunday,711.9833999999973,0.58,0.24,41.17,37.07
2015-03-09,117661.2808,116861.1583,2858,2015,March,Monday,800.1224999999977,0.68,0.28,41.17,37.07
2015-03-10,62499.79917,62073.87265,1518,2015,March,Tuesday,425.9265200000009,0.68,0.28,41.17,37.07
2015-03-11,57063.98412,56638.28137,1386,2015,March,Wednesday,425.702750000004,0.75,0.31,41.17,37.07
2015-03-12,48008.48284,47681.67208,1166,2015,March,Thursday,326.8107600000003,0.68,0.28,41.17,37.07
2015-03-13,117446.8391,116681.1416,2853,2015,March,Friday,765.6974999999948,0.65,0.27,41.17,37.07
2015-03-14,150591.5479,149573.8276,3657,2015,March,Saturday,1017.7203000000154,0.68,0.28,41.18,37.07
2015-03-15,67152.47495,66802.98322,1631,2015,March,Sunday,349.49173000000883,0.52,0.21,41.17,37.07
2015-03-16,80635.28925,80121.29052,1959,2015,March,Monday,513.9987300000066,0.64,0.26,41.16,37.07
2015-03-17,50669.6371,50308.95705,1230,2015,March,Tuesday,360.68005000000267,0.71,0.29,41.19,37.07
2015-03-18,48648.99266,48362.06879,1182,2015,March,Wednesday,286.923870000006,0.59,0.24,41.16,37.07
2015-03-19,43213.17762,42981.21685,1050,2015,March,Thursday,231.96077000000514,0.54,0.22,41.16,37.07
2015-03-20,96881.01809,96453.28728,2353,2015,March,Friday,427.73080999999365,0.44,0.18,41.17,37.07
2015-03-21,121360.8851,120829.288,2947,2015,March,Saturday,531.597099999999,0.44,0.18,41.18,37.07
2015-03-22,66954.36637,66756.37644,1626,2015,March,Sunday,197.98993000001065,0.3,0.12,41.18,37.07
2015-03-23,81342.15076,81132.0129,1976,2015,March,Monday,210.13786000000255,0.26,0.11,41.17,37.07
2015-03-24,125060.7079,136375.1527,3312,2015,March,Tuesday,-11314.444800000012,-9.05,-3.42,37.76,37.07
2015-03-25,253218.8312,276194.8295,6704,2015,March,Wednesday,-22975.998300000007,-9.07,-3.43,37.77,37.07
2015-03-26,229184.4719,250361.1502,6077,2015,March,Thursday,-21176.6783,-9.24,-3.48,37.71,37.07
2015-03-27,354191.351,386464.6513,9386,2015,March,Friday,-32273.300300000003,-9.11,-3.44,37.74,37.07
2015-03-28,459484.6666,501362.5725,12181,2015,March,Saturday,-41877.90590000001,-9.11,-3.44,37.72,37.07
2015-03-29,224102.8885,244359.8075,5937,2015,March,Sunday,-20256.918999999994,-9.04,-3.41,37.75,37.07
2015-03-30,215203.5588,234819.4474,5706,2015,March,Monday,-19615.888600000006,-9.12,-3.44,37.72,37.07
2015-03-31,355534.912,386988.9147,9421,2015,March,Tuesday,-31454.002700000012,-8.85,-3.34,37.74,37.07
2015-04-01,498894.3439,542483.8358,13207,2015,April,Wednesday,-43589.49190000002,-8.74,-3.3,37.77,37.07
2015-04-02,715032.1899,777522.1928,18936,2015,April,Thursday,-62490.00289999996,-8.74,-3.3,37.76,37.07
2015-04-03,510289.2156,554159.8194,13503,2015,April,Friday,-43870.60380000004,-8.6,-3.25,37.79,37.07
2015-04-04,400302.0395,434872.7289,10600,2015,April,Saturday,-34570.689399999974,-8.64,-3.26,37.76,37.07
2015-04-05,135578.2034,147335.9251,3591,2015,April,Sunday,-11757.721699999995,-8.67,-3.27,37.75,37.07
2015-04-06,182466.2552,198405.2291,4836,2015,April,Monday,-15938.973899999983,-8.74,-3.3,37.73,37.07
2015-04-07,176814.2026,178390.1491,4348,2015,April,Tuesday,-1575.94650000002,-0.89,-0.36,40.67,37.07
2015-04-08,100917.6716,100579.1289,2451,2015,April,Wednesday,338.5427000000054,0.34,0.14,41.17,37.07
2015-04-09,74690.67273,74427.58597,1814,2015,April,Thursday,263.0867600000056,0.35,0.15,41.17,37.07
2015-04-10,114067.0771,113653.9736,2770,2015,April,Friday,413.10349999999744,0.36,0.15,41.18,37.07
2015-04-11,126507.8009,126043.7692,3072,2015,April,Saturday,464.0317000000068,0.37,0.15,41.18,37.07
2015-04-12,79648.62939,79349.40245,1934,2015,April,Sunday,299.22694000000774,0.38,0.15,41.18,37.07
2015-04-13,83137.43243,82700.35417,2019,2015,April,Monday,437.07825999999477,0.53,0.22,41.18,37.07
2015-04-14,40776.02706,39940.19958,979,2015,April,Tuesday,835.8274799999999,2.05,0.85,41.65,37.07
2015-04-15,58278.45793,56969.92259,1398,2015,April,Wednesday,1308.535339999995,2.25,0.94,41.69,37.07
2015-04-16,50000.10144,48827.88538,1198,2015,April,Thursday,1172.2160599999988,2.34,0.98,41.74,37.07
2015-04-17,103911.9191,101408.9496,2485,2015,April,Friday,2502.969499999992,2.41,1.01,41.82,37.07
2015-04-18,132843.2226,129545.5321,3172,2015,April,Saturday,3297.6905000000115,2.48,1.04,41.88,37.07
2015-04-19,62786.61128,61213.25591,1497,2015,April,Sunday,1573.3553699999975,2.51,1.05,41.94,37.07
2015-04-20,57233.40664,55706.87543,1365,2015,April,Monday,1526.531210000001,2.67,1.12,41.93,37.07
2015-04-21,56874.34546,55172.17123,1353,2015,April,Tuesday,1702.174229999997,2.99,1.26,42.04,37.07
2015-04-22,132737.737,140263.9301,3439,2015,April,Wednesday,-7526.193100000004,-5.67,-2.19,38.6,37.07
2015-04-23,60310.33895,58446.05493,1434,2015,April,Thursday,1864.2840199999991,3.09,1.3,42.06,37.07
2015-04-24,343587.0085,362390.596,8892,2015,April,Friday,-18803.587500000023,-5.47,-2.11,38.64,37.07
2015-04-25,496882.315,535306.0099,13144,2015,April,Saturday,-38423.694899999944,-7.73,-2.92,37.8,37.07
